text,joy,sadness,anger,fear,surprise,neutral
"Finally, I just want to stay in bed and cry.",0,1,0,0,0,0
"Actually, heartbroken and lost.",0,1,0,0,0,0
"In the morning, this is the best news ever.",1,0,0,0,0,0
"Surprisingly, simply amazing and unexpected.",0,0,0,0,1,0
"Finally, It's a very lonely day.",0,1,0,0,0,0
"Surprisingly, I'm so sorry to hear that.",0,1,0,0,0,0
"Today, this is a total disaster and i'm mad.",0,0,1,0,0,0
"To be honest, the report is due on monday.",0,0,0,0,0,1
"Lately, the meeting started on time.",0,0,0,0,0,1
"Usually, that loud noise startled me.",0,0,0,1,0,0
"Finally, I will be there in ten minutes.",0,0,0,0,0,1
"Today, the weather is mild today.",0,0,0,0,0,1
"To be honest, a heavy heart today.",0,1,0,0,0,0
"In the morning, I can't believe they did that to me.",0,0,1,0,0,0
"Usually, life is grand!",1,0,0,0,0,0
"Finally, I don't want to go in there alone.",0,0,0,1,0,0
"Lately, I feel so vulnerable and scared.",0,0,0,1,0,0
"Today, the car is parked in the driveway.",0,0,0,0,0,1
"Today, I don't want to go in there alone.",0,0,0,1,0,0
"Lately, the package arrived this morning.",0,0,0,0,0,1
"Actually, the report is due on monday.",0,0,0,0,0,1
"Actually, life is grand!",1,0,0,0,0,0
"Surprisingly, utterly outraged by the lack of respect.",0,0,1,0,0,0
"Today, the darkness is frightening.",0,0,0,1,0,0
"Actually, I feel really down lately.",0,1,0,0,0,0
"Finally, I miss them so much.",0,1,0,0,0,0
"To be honest, just leave me alone, i'm angry.",0,0,1,0,0,0
"Lately, the book is on the table.",0,0,0,0,0,1
"In the morning, feeling very grateful and happy.",1,0,0,0,0,0
"Today, the report is due on monday.",0,0,0,0,0,1
"Today, completely blindsided by this.",0,0,0,0,1,0
"Finally, this is the best news ever.",1,0,0,0,0,0
"To be honest, I never saw that coming.",0,0,0,0,1,0
"Usually, deeply saddened by the news.",0,1,0,0,0,0
"To be honest, unbelievable, just unbelievable.",0,0,0,0,1,0
"In the morning, a constant state of dread.",0,0,0,1,0,0
"Usually, nightmares are haunting me.",0,0,0,1,0,0
"Finally, I'm pleasantly surprised!",0,0,0,0,1,0
"Today, I'm grinning from ear to ear.",1,0,0,0,0,0
"Surprisingly, such a heartwarming moment.",1,0,0,0,0,0
"Lately, I'm worried sick.",0,0,0,1,0,0
"To be honest, the darkness is frightening.",0,0,0,1,0,0
"To be honest, Infuriated by the incompetence.",0,0,1,0,0,0
"Usually, I have a bad feeling about this.",0,0,0,1,0,0
"In the morning, the car is parked in the driveway.",0,0,0,0,0,1
"Usually, trying to keep my head up, but it's hard.",0,1,0,0,0,0
"In the morning, I have a bad feeling about this.",0,0,0,1,0,0
"In the morning, I never saw that coming.",0,0,0,0,1,0
"Finally, It's just one of those days where everything hurts.",0,1,0,0,0,0
"In the morning, a heavy heart today.",0,1,0,0,0,0
"Surprisingly, I'm really scared about the future.",0,0,0,1,0,0
"Lately, this is completely unacceptable.",0,0,1,0,0,0
"Usually, pure bliss and happiness.",1,0,0,0,0,0
"In the morning, who would have thought?",0,0,0,0,1,0
"To be honest, panic is setting in.",0,0,0,1,0,0
"Usually, who would have thought?",0,0,0,0,1,0
"To be honest, life is grand!",1,0,0,0,0,0
"Today, cold shivers down my spine.",0,0,0,1,0,0
"To be honest, I miss them so much.",0,1,0,0,0,0
"Lately, I'm over the moon with joy.",1,0,0,0,0,0
"To be honest, success at last, i'm thrilled!",1,0,0,0,0,0
"Surprisingly, I'm really scared about the future.",0,0,0,1,0,0
"Usually, loneliness is a silent companion.",0,1,0,0,0,0
"Usually, trying to keep my head up, but it's hard.",0,1,0,0,0,0
"Lately, It is what it is.",0,0,0,0,0,1
"Lately, loneliness is a silent companion.",0,1,0,0,0,0
"Actually, heartbroken and lost.",0,1,0,0,0,0
"Usually, I can't believe they did that to me.",0,0,1,0,0,0
"Surprisingly, this is completely unacceptable.",0,0,1,0,0,0
"Surprisingly, I feel absolutely wonderful.",1,0,0,0,0,0
"Surprisingly, what a beautiful day to be alive.",1,0,0,0,0,0
"Surprisingly, stop bothering me right now.",0,0,1,0,0,0
"Surprisingly, trembling with anxiety.",0,0,0,1,0,0
"Finally, I'm pleasantly surprised!",0,0,0,0,1,0
"Finally, wow! that's incredible.",0,0,0,0,1,0
"Usually, the temperature remains constant.",0,0,0,0,0,1
"Surprisingly, success at last, i'm thrilled!",1,0,0,0,0,0
"Lately, stop bothering me right now.",0,0,1,0,0,0
"Usually, I miss them so much.",0,1,0,0,0,0
"Surprisingly, the weather is mild today.",0,0,0,0,0,1
"Actually, I feel absolutely wonderful.",1,0,0,0,0,0
"To be honest, stop bothering me right now.",0,0,1,0,0,0
"Today, the darkness is frightening.",0,0,0,1,0,0
"Lately, success at last, i'm thrilled!",1,0,0,0,0,0
"Lately, that loud noise startled me.",0,0,0,1,0,0
"To be honest, I'm so sorry to hear that.",0,1,0,0,0,0
"Finally, who would have thought?",0,0,0,0,1,0
"Surprisingly, this is a major revelation.",0,0,0,0,1,0
"Finally, I will be there in ten minutes.",0,0,0,0,0,1
"Finally, I'm pleasantly surprised!",0,0,0,0,1,0
"Today, trembling with anxiety.",0,0,0,1,0,0
"In the morning, loneliness is a silent companion.",0,1,0,0,0,0
"To be honest, I'm so proud of this achievement.",1,0,0,0,0,0
"Today, everything is going perfectly.",1,0,0,0,0,0
"Today, I'm over the moon with joy.",1,0,0,0,0,0
"Lately, the report is due on monday.",0,0,0,0,0,1
"In the morning, the car is parked in the driveway.",0,0,0,0,0,1
"Finally, Infuriated by the incompetence.",0,0,1,0,0,0
"Surprisingly, I feel absolutely wonderful.",1,0,0,0,0,0
"Surprisingly, what a turn of events!",0,0,0,0,1,0
"Finally, I'm speechless, what a surprise.",0,0,0,0,1,0
"Today, cold shivers down my spine.",0,0,0,1,0,0
"In the morning, everything is going perfectly.",1,0,0,0,0,0
"To be honest, the report is due on monday.",0,0,0,0,0,1
"Lately, this is completely unacceptable.",0,0,1,0,0,0
"Surprisingly, this is so frustrating!",0,0,1,0,0,0
"Actually, I'm grinning from ear to ear.",1,0,0,0,0,0
"Lately, It is what it is.",0,0,0,0,0,1
"Today, everything feels so grey and hopeless.",0,1,0,0,0,0
"Today, that loud noise startled me.",0,0,0,1,0,0
"Usually, I'm so proud of this achievement.",1,0,0,0,0,0
"Lately, It is what it is.",0,0,0,0,0,1
"Usually, I am so happy today!",1,0,0,0,0,0
"Surprisingly, stop bothering me right now.",0,0,1,0,0,0
"Surprisingly, loneliness is a silent companion.",0,1,0,0,0,0
"Surprisingly, I can't believe they did that to me.",0,0,1,0,0,0
"Today, this is a total disaster and i'm mad.",0,0,1,0,0,0
"Surprisingly, just leave me alone, i'm angry.",0,0,1,0,0,0
"To be honest, It's been a tough day.",0,1,0,0,0,0
"Surprisingly, I'm pleasantly surprised!",0,0,0,0,1,0
"Usually, I feel really down lately.",0,1,0,0,0,0
"Surprisingly, Infuriated by the incompetence.",0,0,1,0,0,0
"Usually, data points were plotted on the graph.",0,0,0,0,0,1
"Usually, who would have thought?",0,0,0,0,1,0
"Lately, I'm radiating positivity today.",1,0,0,0,0,0
"Lately, I'm grinning from ear to ear.",1,0,0,0,0,0
"Today, I'm over the moon with joy.",1,0,0,0,0,0
"In the morning, I'm losing my patience.",0,0,1,0,0,0
"Surprisingly, It's a very lonely day.",0,1,0,0,0,0
"Surprisingly, oh my god, i didn't expect that!",0,0,0,0,1,0
"Finally, I'm really scared about the future.",0,0,0,1,0,0
"Surprisingly, utterly outraged by the lack of respect.",0,0,1,0,0,0
"To be honest, stop bothering me right now.",0,0,1,0,0,0
"Actually, success at last, i'm thrilled!",1,0,0,0,0,0
"Surprisingly, trying to keep my head up, but it's hard.",0,1,0,0,0,0
"In the morning, a standard procedure was applied.",0,0,0,0,0,1
"Actually, my heart is racing, i'm terrified.",0,0,0,1,0,0
"To be honest, heartbroken and lost.",0,1,0,0,0,0
"Usually, I'm really scared about the future.",0,0,0,1,0,0
"To be honest, I'm pleasantly surprised!",0,0,0,0,1,0
"To be honest, cold shivers down my spine.",0,0,0,1,0,0
"To be honest, such a heartwarming moment.",1,0,0,0,0,0
"Lately, who would have thought?",0,0,0,0,1,0
"Usually, It's just one of those days where everything hurts.",0,1,0,0,0,0
"Lately, stop bothering me right now.",0,0,1,0,0,0
"Usually, unbelievable, just unbelievable.",0,0,0,0,1,0
"Surprisingly, I am absolutely furious with the service.",0,0,1,0,0,0
"Usually, observations were recorded accurately.",0,0,0,0,0,1
"Finally, the temperature remains constant.",0,0,0,0,0,1
"Lately, this is the best news ever.",1,0,0,0,0,0
"Usually, I never saw that coming.",0,0,0,0,1,0
"Actually, the book is on the table.",0,0,0,0,0,1
"Surprisingly, the temperature remains constant.",0,0,0,0,0,1
"Actually, I will be there in ten minutes.",0,0,0,0,0,1
"To be honest, the weather is mild today.",0,0,0,0,0,1
"In the morning, heartbroken and lost.",0,1,0,0,0,0
"Lately, I am going to the store.",0,0,0,0,0,1
"Usually, I just want to stay in bed and cry.",0,1,0,0,0,0
"In the morning, everything is going perfectly.",1,0,0,0,0,0
"Surprisingly, I will be there in ten minutes.",0,0,0,0,0,1
"Lately, the weather is mild today.",0,0,0,0,0,1
"To be honest, success at last, i'm thrilled!",1,0,0,0,0,0
"Actually, I don't want to go in there alone.",0,0,0,1,0,0
"Surprisingly, Instructions are followed step by step.",0,0,0,0,0,1
"Lately, I've had enough of this nonsense.",0,0,1,0,0,0
"Usually, I feel so vulnerable and scared.",0,0,0,1,0,0
"To be honest, I feel so vulnerable and scared.",0,0,0,1,0,0
"To be honest, the book is on the table.",0,0,0,0,0,1
"To be honest, trembling with anxiety.",0,0,0,1,0,0
"To be honest, the car is parked in the driveway.",0,0,0,0,0,1
"Usually, I'm afraid of what might happen next.",0,0,0,1,0,0
"Usually, I'm really scared about the future.",0,0,0,1,0,0
"Finally, such a heartwarming moment.",1,0,0,0,0,0
"In the morning, I feel really down lately.",0,1,0,0,0,0
"Usually, the meeting started on time.",0,0,0,0,0,1
"Surprisingly, a heavy heart today.",0,1,0,0,0,0
"Usually, stop bothering me right now.",0,0,1,0,0,0
"Lately, stop bothering me right now.",0,0,1,0,0,0
"Surprisingly, I'm so proud of this achievement.",1,0,0,0,0,0
"Today, my jaw dropped when i saw it.",0,0,0,0,1,0
"To be honest, how dare they treat people this way?",0,0,1,0,0,0
"Usually, my heart is racing, i'm terrified.",0,0,0,1,0,0
"Usually, the uncertainty is paralyzing.",0,0,0,1,0,0
"To be honest, feeling quite blue and isolated.",0,1,0,0,0,0
"Actually, the darkness is frightening.",0,0,0,1,0,0
"To be honest, feeling very grateful and happy.",1,0,0,0,0,0
"Lately, the meeting started on time.",0,0,0,0,0,1
"Actually, I miss them so much.",0,1,0,0,0,0
"Today, I'm grinning from ear to ear.",1,0,0,0,0,0
"Surprisingly, Is this for real? I'm shocked!",0,0,0,0,1,0
"Usually, Infuriated by the incompetence.",0,0,1,0,0,0
"In the morning, observations were recorded accurately.",0,0,0,0,0,1
"Surprisingly, everything is going perfectly.",1,0,0,0,0,0
"Usually, loneliness is a silent companion.",0,1,0,0,0,0
"To be honest, this is a total disaster and i'm mad.",0,0,1,0,0,0
"Actually, the sun rises in the east.",0,0,0,0,0,1
"In the morning, the meeting started on time.",0,0,0,0,0,1
"Today, I feel really down lately.",0,1,0,0,0,0
"Lately, a standard procedure was applied.",0,0,0,0,0,1
"In the morning, completely blindsided by this.",0,0,0,0,1,0
"Actually, my heart is racing, i'm terrified.",0,0,0,1,0,0
"Usually, what a delightful surprise!",1,0,0,0,0,0
"Lately, a standard procedure was applied.",0,0,0,0,0,1
"Usually, I'm losing my patience.",0,0,1,0,0,0
"Lately, I never saw that coming.",0,0,0,0,1,0
"Today, the car is parked in the driveway.",0,0,0,0,0,1
"Finally, such a heartwarming moment.",1,0,0,0,0,0
"To be honest, I never saw that coming.",0,0,0,0,1,0
"Today, this is so frustrating!",0,0,1,0,0,0
"To be honest, don't push me any further.",0,0,1,0,0,0
"Finally, completely blindsided by this.",0,0,0,0,1,0
"In the morning, a heavy heart today.",0,1,0,0,0,0
"Surprisingly, I am going to the store.",0,0,0,0,0,1
"Actually, simply amazing and unexpected.",0,0,0,0,1,0
"In the morning, a heavy heart today.",0,1,0,0,0,0
"Lately, feeling quite blue and isolated.",0,1,0,0,0,0
"Surprisingly, this is a major revelation.",0,0,0,0,1,0
"Finally, I'm over the moon with joy.",1,0,0,0,0,0
"To be honest, the book is on the table.",0,0,0,0,0,1
"To be honest, I will be there in ten minutes.",0,0,0,0,0,1
"In the morning, I can't believe they did that to me.",0,0,1,0,0,0
"Lately, this is so frustrating!",0,0,1,0,0,0
"Finally, I'm grinning from ear to ear.",1,0,0,0,0,0
"Today, It's a very lonely day.",0,1,0,0,0,0
"Surprisingly, It's been a tough day.",0,1,0,0,0,0
"Usually, feeling very grateful and happy.",1,0,0,0,0,0
"To be honest, what a turn of events!",0,0,0,0,1,0
"Usually, I'm so proud of this achievement.",1,0,0,0,0,0
"In the morning, I'm speechless, what a surprise.",0,0,0,0,1,0
"To be honest, I'm worried sick.",0,0,0,1,0,0
"Today, the darkness is frightening.",0,0,0,1,0,0
"To be honest, this is the best news ever.",1,0,0,0,0,0
"In the morning, Is this for real? I'm shocked!",0,0,0,0,1,0
"Today, nightmares are haunting me.",0,0,0,1,0,0
"Finally, this is a total disaster and i'm mad.",0,0,1,0,0,0
"Actually, this is a major revelation.",0,0,0,0,1,0
"Surprisingly, what a delightful surprise!",1,0,0,0,0,0
"In the morning, the temperature remains constant.",0,0,0,0,0,1
"To be honest, It is what it is.",0,0,0,0,0,1
"Actually, It's just one of those days where everything hurts.",0,1,0,0,0,0
"In the morning, heartbroken and lost.",0,1,0,0,0,0
"To be honest, the book is on the table.",0,0,0,0,0,1
"Actually, I just want to stay in bed and cry.",0,1,0,0,0,0
"In the morning, don't push me any further.",0,0,1,0,0,0
"To be honest, the meeting started on time.",0,0,0,0,0,1
"In the morning, I'm speechless, what a surprise.",0,0,0,0,1,0
"To be honest, what a delightful surprise!",1,0,0,0,0,0
"Usually, how dare they treat people this way?",0,0,1,0,0,0
"Actually, observations were recorded accurately.",0,0,0,0,0,1
"Actually, I am going to the store.",0,0,0,0,0,1
"In the morning, the uncertainty is paralyzing.",0,0,0,1,0,0
"In the morning, deeply saddened by the news.",0,1,0,0,0,0
"Lately, I'm speechless, what a surprise.",0,0,0,0,1,0
"Actually, this is the best news ever.",1,0,0,0,0,0
"Actually, It's a very lonely day.",0,1,0,0,0,0
"Lately, that loud noise startled me.",0,0,0,1,0,0
"Actually, heartbroken and lost.",0,1,0,0,0,0
"Today, I'm losing my patience.",0,0,1,0,0,0
"To be honest, I don't want to go in there alone.",0,0,0,1,0,0
"Actually, the uncertainty is paralyzing.",0,0,0,1,0,0
"Finally, that's a twist i didn't foresee.",0,0,0,0,1,0
"Usually, I've had enough of this nonsense.",0,0,1,0,0,0
"In the morning, I never saw that coming.",0,0,0,0,1,0
"Usually, a heavy heart today.",0,1,0,0,0,0
"Finally, a constant state of dread.",0,0,0,1,0,0
"Surprisingly, life is grand!",1,0,0,0,0,0
"In the morning, the book is on the table.",0,0,0,0,0,1
"Surprisingly, heartbroken and lost.",0,1,0,0,0,0
"Lately, my jaw dropped when i saw it.",0,0,0,0,1,0
"Actually, the temperature remains constant.",0,0,0,0,0,1
"Actually, pure bliss and happiness.",1,0,0,0,0,0
"To be honest, simply amazing and unexpected.",0,0,0,0,1,0
"In the morning, I just want to stay in bed and cry.",0,1,0,0,0,0
"Surprisingly, that's a twist i didn't foresee.",0,0,0,0,1,0
"Surprisingly, I miss them so much.",0,1,0,0,0,0
"Surprisingly, this is completely unacceptable.",0,0,1,0,0,0
"Today, this makes my blood boil.",0,0,1,0,0,0
"Actually, I'm speechless, what a surprise.",0,0,0,0,1,0
"Finally, such a heartwarming moment.",1,0,0,0,0,0
"To be honest, I'm so sorry to hear that.",0,1,0,0,0,0
"Surprisingly, Instructions are followed step by step.",0,0,0,0,0,1
"Finally, I'm speechless, what a surprise.",0,0,0,0,1,0
"Surprisingly, such a heartwarming moment.",1,0,0,0,0,0
"Today, a standard procedure was applied.",0,0,0,0,0,1
"Usually, I don't want to go in there alone.",0,0,0,1,0,0
"In the morning, this is so frustrating!",0,0,1,0,0,0
"In the morning, feeling very grateful and happy.",1,0,0,0,0,0
"In the morning, the package arrived this morning.",0,0,0,0,0,1
"Surprisingly, the weather is mild today.",0,0,0,0,0,1
"Surprisingly, stop bothering me right now.",0,0,1,0,0,0
"To be honest, what a delightful surprise!",1,0,0,0,0,0
"Surprisingly, a constant state of dread.",0,0,0,1,0,0
"Today, a constant state of dread.",0,0,0,1,0,0
"In the morning, feeling very grateful and happy.",1,0,0,0,0,0
"Today, the book is on the table.",0,0,0,0,0,1
"Surprisingly, utterly outraged by the lack of respect.",0,0,1,0,0,0
"Usually, who would have thought?",0,0,0,0,1,0
"Actually, this makes my blood boil.",0,0,1,0,0,0
"Actually, pure bliss and happiness.",1,0,0,0,0,0
"Finally, who would have thought?",0,0,0,0,1,0
"Surprisingly, don't push me any further.",0,0,1,0,0,0
"Usually, I'm so sorry to hear that.",0,1,0,0,0,0
"In the morning, I'm absolutely stunned.",0,0,0,0,1,0
"Finally, utterly outraged by the lack of respect.",0,0,1,0,0,0
"Lately, pure bliss and happiness.",1,0,0,0,0,0
"In the morning, I'm really scared about the future.",0,0,0,1,0,0
"In the morning, oh my god, i didn't expect that!",0,0,0,0,1,0
"To be honest, It is what it is.",0,0,0,0,0,1
"Today, trembling with anxiety.",0,0,0,1,0,0
"Usually, success at last, i'm thrilled!",1,0,0,0,0,0
"Lately, I'm speechless, what a surprise.",0,0,0,0,1,0
"Surprisingly, panic is setting in.",0,0,0,1,0,0
"Actually, a heavy heart today.",0,1,0,0,0,0
"To be honest, this is completely unacceptable.",0,0,1,0,0,0
"In the morning, I've had enough of this nonsense.",0,0,1,0,0,0
"Actually, this makes my blood boil.",0,0,1,0,0,0
"In the morning, unbelievable, just unbelievable.",0,0,0,0,1,0
"In the morning, this is a major revelation.",0,0,0,0,1,0
"In the morning, the meeting started on time.",0,0,0,0,0,1
"To be honest, my heart is racing, i'm terrified.",0,0,0,1,0,0
"Finally, panic is setting in.",0,0,0,1,0,0
"In the morning, completely blindsided by this.",0,0,0,0,1,0
"Actually, I'm pleasantly surprised!",0,0,0,0,1,0
"In the morning, It's a very lonely day.",0,1,0,0,0,0
"In the morning, this is a total disaster and i'm mad.",0,0,1,0,0,0
"Lately, life is grand!",1,0,0,0,0,0
"Surprisingly, Infuriated by the incompetence.",0,0,1,0,0,0
"In the morning, simply amazing and unexpected.",0,0,0,0,1,0
"Usually, how dare they treat people this way?",0,0,1,0,0,0
"Finally, the book is on the table.",0,0,0,0,0,1
"To be honest, the darkness is frightening.",0,0,0,1,0,0
"Lately, I never saw that coming.",0,0,0,0,1,0
"To be honest, a standard procedure was applied.",0,0,0,0,0,1
"Surprisingly, who would have thought?",0,0,0,0,1,0
"To be honest, I have a bad feeling about this.",0,0,0,1,0,0
"Surprisingly, trying to keep my head up, but it's hard.",0,1,0,0,0,0
"Lately, heartbroken and lost.",0,1,0,0,0,0
"Usually, who would have thought?",0,0,0,0,1,0
"Usually, the book is on the table.",0,0,0,0,0,1
"Actually, I have a bad feeling about this.",0,0,0,1,0,0
"Lately, what a beautiful day to be alive.",1,0,0,0,0,0
"Today, the book is on the table.",0,0,0,0,0,1
"Lately, the package arrived this morning.",0,0,0,0,0,1
"Usually, It's a very lonely day.",0,1,0,0,0,0
"Finally, I can't believe they did that to me.",0,0,1,0,0,0
"Lately, life is grand!",1,0,0,0,0,0
"Lately, how dare they treat people this way?",0,0,1,0,0,0
"Today, deeply saddened by the news.",0,1,0,0,0,0
"In the morning, Infuriated by the incompetence.",0,0,1,0,0,0
"To be honest, a heavy heart today.",0,1,0,0,0,0
"Today, Instructions are followed step by step.",0,0,0,0,0,1
"Actually, this is completely unacceptable.",0,0,1,0,0,0
"In the morning, I am absolutely furious with the service.",0,0,1,0,0,0
"Finally, I am going to the store.",0,0,0,0,0,1
"Lately, I have a bad feeling about this.",0,0,0,1,0,0
"Usually, Infuriated by the incompetence.",0,0,1,0,0,0
"In the morning, I'm absolutely stunned.",0,0,0,0,1,0
"Surprisingly, heartbroken and lost.",0,1,0,0,0,0
"Actually, I am absolutely furious with the service.",0,0,1,0,0,0
"Actually, I've had enough of this nonsense.",0,0,1,0,0,0
"In the morning, panic is setting in.",0,0,0,1,0,0
"Today, the package arrived this morning.",0,0,0,0,0,1
"In the morning, I'm grinning from ear to ear.",1,0,0,0,0,0
"To be honest, I am absolutely furious with the service.",0,0,1,0,0,0
"Today, I just want to stay in bed and cry.",0,1,0,0,0,0
"Usually, It's just one of those days where everything hurts.",0,1,0,0,0,0
"Surprisingly, completely blindsided by this.",0,0,0,0,1,0
"To be honest, nightmares are haunting me.",0,0,0,1,0,0
"Surprisingly, a sense of melancholy surrounds me.",0,1,0,0,0,0
"Finally, this is the best news ever.",1,0,0,0,0,0
"Surprisingly, my jaw dropped when i saw it.",0,0,0,0,1,0
"To be honest, oh my god, i didn't expect that!",0,0,0,0,1,0
"Surprisingly, It's been a tough day.",0,1,0,0,0,0
"To be honest, Instructions are followed step by step.",0,0,0,0,0,1
"Actually, my heart is racing, i'm terrified.",0,0,0,1,0,0
"Today, I feel so vulnerable and scared.",0,0,0,1,0,0
"Lately, I feel really down lately.",0,1,0,0,0,0
"Surprisingly, what a delightful surprise!",1,0,0,0,0,0
"Finally, I'm radiating positivity today.",1,0,0,0,0,0
"Surprisingly, utterly outraged by the lack of respect.",0,0,1,0,0,0
"Lately, cold shivers down my spine.",0,0,0,1,0,0
"In the morning, this is a major revelation.",0,0,0,0,1,0
"Actually, I'm radiating positivity today.",1,0,0,0,0,0
"In the morning, It's just one of those days where everything hurts.",0,1,0,0,0,0
"Surprisingly, everything is going perfectly.",1,0,0,0,0,0
"Lately, this is a total disaster and i'm mad.",0,0,1,0,0,0
"Actually, pure bliss and happiness.",1,0,0,0,0,0
"In the morning, what a turn of events!",0,0,0,0,1,0
"Lately, heartbroken and lost.",0,1,0,0,0,0
"Finally, don't push me any further.",0,0,1,0,0,0
"Usually, I'm losing my patience.",0,0,1,0,0,0
"Lately, wow! that's incredible.",0,0,0,0,1,0
"To be honest, I'm radiating positivity today.",1,0,0,0,0,0
"Today, trembling with anxiety.",0,0,0,1,0,0
"In the morning, loneliness is a silent companion.",0,1,0,0,0,0
"Surprisingly, I'm grinning from ear to ear.",1,0,0,0,0,0
"Usually, life is grand!",1,0,0,0,0,0
"Usually, pure bliss and happiness.",1,0,0,0,0,0
"Lately, I just want to stay in bed and cry.",0,1,0,0,0,0
"Today, my jaw dropped when i saw it.",0,0,0,0,1,0
"Actually, everything is going perfectly.",1,0,0,0,0,0
"Actually, my heart is racing, i'm terrified.",0,0,0,1,0,0
"To be honest, the book is on the table.",0,0,0,0,0,1
"Actually, I'm absolutely stunned.",0,0,0,0,1,0
"Finally, what a beautiful day to be alive.",1,0,0,0,0,0
"Today, I've had enough of this nonsense.",0,0,1,0,0,0
"Surprisingly, that loud noise startled me.",0,0,0,1,0,0
"In the morning, just leave me alone, i'm angry.",0,0,1,0,0,0
"Usually, the package arrived this morning.",0,0,0,0,0,1
"Lately, I miss them so much.",0,1,0,0,0,0
"Today, the weather is mild today.",0,0,0,0,0,1
"Today, the weather is mild today.",0,0,0,0,0,1
"Lately, feeling quite blue and isolated.",0,1,0,0,0,0
"In the morning, the uncertainty is paralyzing.",0,0,0,1,0,0
"Surprisingly, this is a major revelation.",0,0,0,0,1,0
"Actually, what a delightful surprise!",1,0,0,0,0,0
"In the morning, a constant state of dread.",0,0,0,1,0,0
"In the morning, what a beautiful day to be alive.",1,0,0,0,0,0
"To be honest, simply amazing and unexpected.",0,0,0,0,1,0
"Lately, utterly outraged by the lack of respect.",0,0,1,0,0,0
"In the morning, wow! that's incredible.",0,0,0,0,1,0
"Finally, I don't want to go in there alone.",0,0,0,1,0,0
"To be honest, success at last, i'm thrilled!",1,0,0,0,0,0
"To be honest, I feel absolutely wonderful.",1,0,0,0,0,0
"Today, just leave me alone, i'm angry.",0,0,1,0,0,0
"Lately, this is so frustrating!",0,0,1,0,0,0
"Actually, what a turn of events!",0,0,0,0,1,0
"Surprisingly, panic is setting in.",0,0,0,1,0,0
"Finally, I feel so vulnerable and scared.",0,0,0,1,0,0
"Actually, a constant state of dread.",0,0,0,1,0,0
"Usually, I never saw that coming.",0,0,0,0,1,0
"In the morning, I'm losing my patience.",0,0,1,0,0,0
"Usually, what a beautiful day to be alive.",1,0,0,0,0,0
"Finally, oh my god, i didn't expect that!",0,0,0,0,1,0
"Usually, deeply saddened by the news.",0,1,0,0,0,0
"Actually, feeling quite blue and isolated.",0,1,0,0,0,0
"To be honest, I'm really scared about the future.",0,0,0,1,0,0
"Today, trying to keep my head up, but it's hard.",0,1,0,0,0,0
"Surprisingly, this is a major revelation.",0,0,0,0,1,0
"Today, this is the best news ever.",1,0,0,0,0,0
"In the morning, nightmares are haunting me.",0,0,0,1,0,0
"In the morning, that's a twist i didn't foresee.",0,0,0,0,1,0
"Surprisingly, completely blindsided by this.",0,0,0,0,1,0
"Actually, this makes my blood boil.",0,0,1,0,0,0
"Finally, what a delightful surprise!",1,0,0,0,0,0
"Actually, I'm seething with rage.",0,0,1,0,0,0
"Lately, a constant state of dread.",0,0,0,1,0,0
"Lately, I'm absolutely stunned.",0,0,0,0,1,0
"Finally, It is what it is.",0,0,0,0,0,1
"Usually, I'm radiating positivity today.",1,0,0,0,0,0
"Today, I miss them so much.",0,1,0,0,0,0
"To be honest, unbelievable, just unbelievable.",0,0,0,0,1,0
"Surprisingly, deeply saddened by the news.",0,1,0,0,0,0
"Usually, this is so frustrating!",0,0,1,0,0,0
"To be honest, I'm absolutely stunned.",0,0,0,0,1,0
"To be honest, loneliness is a silent companion.",0,1,0,0,0,0
"To be honest, I feel absolutely wonderful.",1,0,0,0,0,0
"Actually, this is a total disaster and i'm mad.",0,0,1,0,0,0
"In the morning, the uncertainty is paralyzing.",0,0,0,1,0,0
"In the morning, panic is setting in.",0,0,0,1,0,0
"Actually, my jaw dropped when i saw it.",0,0,0,0,1,0
"Surprisingly, I feel so vulnerable and scared.",0,0,0,1,0,0
"Lately, a constant state of dread.",0,0,0,1,0,0
"Finally, I'm over the moon with joy.",1,0,0,0,0,0
"To be honest, heartbroken and lost.",0,1,0,0,0,0
"To be honest, this is completely unacceptable.",0,0,1,0,0,0
"To be honest, I'm absolutely stunned.",0,0,0,0,1,0
"Today, how dare they treat people this way?",0,0,1,0,0,0
"Actually, I will be there in ten minutes.",0,0,0,0,0,1
"In the morning, the sun rises in the east.",0,0,0,0,0,1
"In the morning, Infuriated by the incompetence.",0,0,1,0,0,0
"Surprisingly, utterly outraged by the lack of respect.",0,0,1,0,0,0
"Lately, loneliness is a silent companion.",0,1,0,0,0,0
"Actually, this is so frustrating!",0,0,1,0,0,0
"Today, panic is setting in.",0,0,0,1,0,0
"Actually, who would have thought?",0,0,0,0,1,0
"Usually, I feel so vulnerable and scared.",0,0,0,1,0,0
"Lately, feeling very grateful and happy.",1,0,0,0,0,0
"Today, unbelievable, just unbelievable.",0,0,0,0,1,0
"Surprisingly, I feel so vulnerable and scared.",0,0,0,1,0,0
"Finally, I feel really down lately.",0,1,0,0,0,0
"Actually, that loud noise startled me.",0,0,0,1,0,0
"Today, a sense of melancholy surrounds me.",0,1,0,0,0,0
"Surprisingly, completely blindsided by this.",0,0,0,0,1,0
"To be honest, Infuriated by the incompetence.",0,0,1,0,0,0
"Actually, utterly outraged by the lack of respect.",0,0,1,0,0,0
